latitude,longitude
-31.498852,146.29239
41.10787,-87.83151
50.54496,3.6683807
35.704254,-117.53438
13.267736,87.90226
41.249573,-75.19808
47.859707,-122.72919
30.933615,-82.30293
35.25029,-99.16722
24.602896,-151.60706
